"event_key","event_name","event_week","event_start_date","event_end_date","event_type","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm105","qm","1","105","frc1708","frc3990","frc67","172","","frc1262","frc148","frc1540","115",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm106","qm","1","106","frc1816","frc230","frc3926","86","","frc3539","frc4063","frc4814","138",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm107","qm","1","107","frc1541","frc2489","frc4646","105","","frc3410","frc4124","frc4667","84",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm108","qm","1","108","frc234","frc4516","frc932","117","","frc103","frc16","frc2383","175",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm109","qm","1","109","frc1310","frc1678","frc1717","183","","frc293","frc3138","frc3374","153",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm110","qm","1","110","frc2910","frc3489","frc4320","75","","frc1684","frc4159","frc4523","137",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm111","qm","1","111","frc2836","frc3414","frc4564","95","","frc2187","frc3753","frc4576","78",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm112","qm","1","112","frc120","frc1421","frc233","127","","frc135","frc1622","frc967","102",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm113","qm","1","113","frc1503","frc1939","frc4610","83","","frc193","frc1983","frc4761","154",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm114","qm","1","114","frc2056","frc4781","frc781","128","","frc2130","frc399","frc968","93",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm115","qm","1","115","frc1306","frc1810","frc1923","125","","frc1706","frc2062","frc3387","57",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm116","qm","1","116","frc1288","frc2145","frc4543","116","","frc3354","frc4080","frc620","62",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm117","qm","1","117","frc2996","frc3061","frc540","113","","frc1577","frc2168","frc2936","125",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm118","qm","1","118","frc1138","frc230","frc3410","77","","frc3374","frc3824","frc932","71",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm119","qm","1","119","frc1735","frc3138","frc3660","86","","frc2836","frc3926","frc4667","29",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm120","qm","1","120","frc103","frc359","frc4125","171","","frc1421","frc4464","frc67","112",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm121","qm","1","121","frc4159","frc4814","frc967","79","","frc1503","frc1559","frc2638","75",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm122","qm","1","122","frc2039","frc4063","frc4564","123","","frc234","frc4523","frc4646","103",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm123","qm","1","123","frc1262","frc3239","frc781","52","","frc1310","frc135","frc1923","192",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm124","qm","1","124","frc1717","frc2056","frc4716","193","","frc1939","frc4488","frc862","143",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm125","qm","1","125","frc148","frc4645","frc4781","94","","frc2489","frc4516","frc4576","74",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm126","qm","1","126","frc233","frc293","frc3539","195","","frc1708","frc4080","frc4320","157",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm127","qm","1","127","frc2910","frc4091","frc4761","63","","frc16","frc2130","frc4543","110",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm128","qm","1","128","frc1684","frc2187","frc2936","164","","frc1541","frc3354","frc3990","144",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm129","qm","1","129","frc1918","frc2062","frc4122","96","","frc1678","frc3753","frc620","157",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm130","qm","1","130","frc1540","frc193","frc540","64","","frc1288","frc1810","frc2220","115",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm131","qm","1","131","frc2145","frc3489","frc399","126","","frc1290","frc1306","frc2914","38",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm132","qm","1","132","frc1706","frc3061","frc4124","153","","frc1816","frc435","frc4610","78",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm133","qm","1","133","frc1622","frc1983","frc3414","143","","frc2168","frc3387","frc968","129",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qm134","qm","1","134","frc2039","frc2383","frc3824","137","","frc120","frc2489","frc2836","65",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf1m1","qf","1","1","frc148","frc1678","frc862","147","","frc103","frc2168","frc4564","94",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf1m2","qf","1","2","frc148","frc1678","frc862","169","","frc103","frc2168","frc4564","72",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf2m1","qf","2","1","frc2056","frc3990","frc967","154","","frc1310","frc1684","frc3824","156",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf2m2","qf","2","2","frc2056","frc3990","frc967","207","","frc1310","frc1684","frc3824","144",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf2m3","qf","2","3","frc2056","frc3990","frc967","185","","frc1310","frc1684","frc3824","109",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf3m1","qf","3","1","frc1983","frc2996","frc3539","197","","frc16","frc233","frc359","147",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf3m2","qf","3","2","frc1983","frc2996","frc3539","142","","frc16","frc233","frc359","127",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf4m1","qf","4","1","frc1918","frc4814","frc67","210","","frc135","frc1717","frc234","148",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_qf4m2","qf","4","2","frc1918","frc4814","frc67","172","","frc135","frc1717","frc234","143",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_sf1m1","sf","1","1","frc148","frc1678","frc862","144","","frc2056","frc3990","frc967","198",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_sf1m2","sf","1","2","frc148","frc1678","frc862","193","","frc2056","frc3990","frc967","186",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_sf1m3","sf","1","3","frc148","frc1678","frc862","165","","frc2056","frc3990","frc967","158",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_sf2m1","sf","2","1","frc1983","frc2996","frc3539","90","","frc1918","frc4814","frc67","190",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_sf2m2","sf","2","2","frc1138","frc1983","frc3539","101","","frc1918","frc4814","frc67","145",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_f1m1","f","1","1","frc148","frc1678","frc862","0","","frc1918","frc4814","frc67","186",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_f1m2","f","1","2","frc148","frc1678","frc862","147","","frc1918","frc4814","frc67","73",""
"2013cur","Curie","","2013-04-24","2013-04-27","Championship Division","2013cur_f1m3","f","1","3","frc148","frc1678","frc862","169","","frc1918","frc4814","frc67","145",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm1","qm","1","1","frc2175","frc4158","frc4452","79","","frc245","frc2834","frc4627","125",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm2","qm","1","2","frc1629","frc1772","frc4462","106","","frc2169","frc4641","frc70","187",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm3","qm","1","3","frc1405","frc2000","frc3528","73","","frc1801","frc2338","frc2502","81",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm4","qm","1","4","frc2630","frc2978","frc384","99","","frc2474","frc4026","frc4557","85",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm5","qm","1","5","frc1086","frc151","frc1710","32","","frc1218","frc3656","frc45","107",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm6","qm","1","6","frc1323","frc2403","frc4607","86","","frc118","frc3284","frc447","147",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm7","qm","1","7","frc1114","frc1675","frc1806","141","","frc1241","frc1477","frc4334","150",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm8","qm","1","8","frc192","frc4797","frc744","68","","frc3941","frc422","frc842","104",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm9","qm","1","9","frc2199","frc2337","frc95","103","","frc2259","frc3018","frc4011","63",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm10","qm","1","10","frc2485","frc4541","frc467","51","","frc1325","frc2341","frc27","52",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm11","qm","1","11","frc1429","frc2648","frc358","92","","frc295","frc3189","frc610","115",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm12","qm","1","12","frc111","frc4579","frc4601","145","","frc2729","frc3944","frc4039","168",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm13","qm","1","13","frc1732","frc2046","frc4567","117","","frc222","frc2512","frc3459","188",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm14","qm","1","14","frc1912","frc4472","frc578","73","","frc3132","frc329","frc3641","113",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm15","qm","1","15","frc2809","frc3211","frc4502","62","","frc125","frc2907","frc4492","93",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm16","qm","1","16","frc1987","frc3481","frc4481","80","","frc337","frc4069","frc4522","81",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm17","qm","1","17","frc1378","frc1726","frc192","46","","frc1425","frc1710","frc2481","167",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm18","qm","1","18","frc1114","frc2337","frc2502","156","","frc1323","frc2978","frc3941","107",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm19","qm","1","19","frc1405","frc295","frc4334","144","","frc1086","frc2175","frc2403","77",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm20","qm","1","20","frc1241","frc2259","frc4641","114","","frc2630","frc2729","frc422","177",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm21","qm","1","21","frc1772","frc2512","frc4026","98","","frc1675","frc2000","frc3656","107",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm22","qm","1","22","frc1629","frc2046","frc245","126","","frc118","frc2199","frc842","146",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm23","qm","1","23","frc3132","frc3944","frc4452","110","","frc1325","frc222","frc744","118",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm24","qm","1","24","frc1987","frc2809","frc578","45","","frc1806","frc2648","frc4607","126",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm25","qm","1","25","frc1378","frc2338","frc3284","83","","frc329","frc4601","frc95","101",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm26","qm","1","26","frc3459","frc4557","frc4797","45","","frc2169","frc2485","frc4627","152",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm27","qm","1","27","frc1801","frc3211","frc4462","30","","frc151","frc1732","frc4579","103",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm28","qm","1","28","frc2341","frc3018","frc3641","86","","frc1726","frc2474","frc3189","38",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm29","qm","1","29","frc125","frc4472","frc4567","93","","frc4481","frc610","frc70","126",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm30","qm","1","30","frc111","frc1912","frc4522","82","","frc384","frc45","frc4502","42",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm31","qm","1","31","frc2481","frc4039","frc4069","142","","frc1218","frc358","frc4541","116",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm32","qm","1","32","frc337","frc447","frc467","87","","frc2834","frc2907","frc3528","134",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm33","qm","1","33","frc1429","frc27","frc4492","126","","frc1425","frc1477","frc3481","156",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm34","qm","1","34","frc118","frc1405","frc4158","131","","frc1114","frc192","frc4011","139",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm35","qm","1","35","frc2485","frc2502","frc4452","94","","frc1710","frc2199","frc4579","97",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm36","qm","1","36","frc2338","frc3189","frc4557","118","","frc1325","frc1675","frc4607","60",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm37","qm","1","37","frc3211","frc3941","frc578","112","","frc1086","frc4567","frc4601","41",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm38","qm","1","38","frc2337","frc3944","frc4522","36","","frc1378","frc245","frc2512","189",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm39","qm","1","39","frc1241","frc2169","frc2175","201","","frc1218","frc1726","frc4502","109",""
"2013gal","Galileo","","2013-04-24","2013-04-27","Championship Division","2013gal_qm40","qm","1","40","frc2729","frc447","frc610","80","","frc2341","frc2809","frc384","79",""
